student_id,mathscore,freelunch,innercity,experience,masters
1151,506,0,0,12,1
1152,484,0,0,13,1
1153,506,1,0,0,1
1154,434,0,0,12,1
1155,506,0,0,20,1
1156,444,0,0,8,1
1157,513,1,1,1,1
1158,506,0,0,4,1
1159,500,0,0,4,1
1160,459,1,0,6,1
1161,484,0,0,6,1
1162,444,1,0,13,1
1163,384,1,1,6,1
1164,439,0,0,8,1
1165,459,0,0,16,1
1166,463,1,1,8,0
1167,494,0,0,13,1
1168,489,1,0,10,1
1169,489,1,0,9,1
1170,418,1,0,9,1
1171,429,1,0,12,1
1172,513,0,0,20,1
1173,473,1,1,11,1
1174,484,0,0,12,1
1175,454,1,0,21,1
1176,392,1,0,11,1
1177,528,1,1,16,1
1178,429,1,1,0,1
1179,459,1,1,9,1
1180,484,0,0,8,1
1181,444,1,0,11,1
1182,500,0,0,27,1
1183,429,1,1,5,1
1184,506,1,0,5,1
1185,478,1,0,3,1
1186,536,1,0,13,1
1187,506,0,0,5,1
1188,513,0,0,8,0
1189,494,0,0,22,1
1190,494,1,0,2,1
1191,528,0,0,14,1
1192,506,1,0,12,1
1193,513,1,0,13,0
1194,513,1,0,6,1
1195,468,1,1,1,1
1196,399,0,0,8,1
1197,478,1,1,3,1
1198,423,1,1,11,1
1199,559,0,0,19,1
1200,449,0,0,13,1
1201,434,1,1,9,1
1202,434,0,0,10,1
1203,434,1,1,2,1
1204,602,1,1,24,1
1205,478,1,1,5,1
1206,513,1,0,6,1
1207,547,0,0,11,1
1208,513,0,0,6,0
1209,484,0,0,3,1
1210,412,0,0,4,1
1211,473,0,1,3,1
1212,602,1,0,15,1
1213,473,1,0,12,1
1214,547,1,0,27,1
1215,559,0,0,20,1
1216,478,0,0,13,1
1217,423,0,0,5,1
1218,484,0,0,13,1
1219,439,1,1,17,1
1220,478,0,0,10,1
1221,494,0,0,11,1
1222,489,1,0,0,1
1223,536,0,0,13,1
1224,454,1,0,10,1
1225,463,0,0,0,1
1226,434,0,0,12,1
1227,439,1,0,3,1
1228,500,1,0,3,1
1229,454,0,0,8,1
1230,444,1,1,3,1
1231,449,1,1,11,1
1232,405,1,1,8,1
1233,528,0,0,6,1
1234,528,0,0,7,1
1235,399,1,1,11,1
1236,459,1,1,6,1
1237,506,0,0,14,1
1238,489,1,0,5,1
1239,439,0,0,0,1
1240,602,1,1,5,1
1241,444,1,0,13,1
1242,484,0,0,9,1
1243,506,0,1,9,1
1244,454,0,0,2,1
1245,412,0,0,3,1
1246,494,0,0,8,1
1247,439,1,1,11,1
1248,520,0,0,10,0
1249,459,1,0,8,1
1250,468,1,0,6,1
1251,459,1,0,0,1
1252,454,0,0,2,1
1253,602,1,0,4,1
1254,500,0,0,3,1
1255,559,0,0,6,1
1256,454,1,0,21,1
1257,513,1,1,1,1
1258,536,0,0,6,1
1259,473,0,0,3,1
1260,478,1,0,16,1
1261,478,1,0,17,1
1262,459,1,0,13,1
1263,459,1,0,27,1
1264,602,0,0,13,1
1265,463,0,0,17,1
1266,429,0,0,7,1
1267,506,1,1,1,1
1268,399,1,1,6,1
1269,449,1,0,21,1
1270,489,0,0,5,1
1271,434,1,1,17,1
1272,547,0,0,4,1
1273,444,1,1,6,1
1274,484,0,0,5,1
1275,418,1,0,14,1
1276,478,1,0,10,1
1277,489,0,0,20,1
1278,444,1,0,4,1
1279,423,1,1,21,1
1280,528,0,0,11,1
1281,513,0,0,8,1
1282,547,0,0,14,1
1283,547,0,0,1,1
1284,449,0,0,12,0
1285,444,1,1,22,1
1286,468,0,0,16,1
1287,454,0,0,2,1
1288,602,1,1,0,1
1289,444,1,0,14,1
1290,449,0,0,17,1
1291,506,0,0,8,1
1292,559,1,0,4,1
1293,513,0,0,13,1
1294,423,0,0,13,1
1295,463,1,0,15,1
1296,500,0,0,8,1
1297,520,0,1,10,1
1298,489,1,0,10,1
1299,576,0,0,14,1
1300,473,0,0,5,1
1301,520,1,0,6,1
1302,439,1,1,12,1
1303,449,1,1,16,1
1304,513,1,0,7,1
1305,478,0,0,5,1
1306,484,0,0,12,1
1307,500,1,1,2,1
1308,536,1,1,20,1
1309,602,0,0,21,1
1310,547,1,1,24,1
1311,478,1,0,16,1
1312,468,0,0,2,1
1313,459,0,0,0,1
1314,454,0,0,5,1
1315,506,1,0,4,1
1316,489,0,0,3,1
1317,500,1,0,14,1
1318,547,0,0,9,1
1319,423,1,0,13,0
1320,459,1,1,6,1
1321,506,0,0,8,1
1322,520,0,0,12,1
1323,444,0,0,10,1
1324,478,1,0,11,1
1325,528,1,0,13,1
1326,444,1,0,5,1
1327,536,1,0,12,0
1328,449,0,0,13,0
1329,478,1,0,15,1
1330,513,0,0,15,1
1331,489,0,0,9,1
1332,494,1,0,15,1
1333,494,1,0,8,0
1334,506,0,0,15,1
1335,506,0,0,12,1
1336,405,1,0,9,1
1337,484,0,0,18,1
1338,484,0,0,5,1
1339,536,0,0,8,0
1340,484,1,0,12,1
1341,576,1,0,6,1
1342,500,1,1,12,1
1343,473,0,0,13,1
1344,429,1,1,12,1
1345,478,0,0,8,1
1346,506,0,0,12,0
1347,536,0,0,13,1
1348,484,0,0,11,1
1349,506,1,0,27,1
1350,602,0,0,2,1
1351,602,0,0,20,1
1352,500,0,0,1,1
1353,459,1,1,12,1
1354,454,1,1,11,1
1355,478,0,0,15,1
1356,513,0,0,11,1
1357,513,1,1,2,1
1358,384,1,1,22,1
1359,576,0,0,1,1
1360,528,0,0,7,1
1361,473,0,0,0,1
1362,626,0,0,9,1
1363,463,1,1,6,1
1364,454,0,0,1,1
1365,449,0,0,2,1
1366,484,1,1,0,1
1367,478,1,0,11,1
1368,454,0,0,6,1
1369,468,0,0,21,1
1370,500,0,1,11,1
1371,520,1,0,12,1
1372,449,1,0,5,1
1373,412,1,1,7,1
1374,536,0,1,9,1
1375,547,0,0,13,1
1376,626,0,0,8,1
1377,513,0,0,8,1
1378,513,1,0,8,1
1379,536,0,0,5,1
1380,468,0,0,10,1
1381,500,0,0,15,1
1382,626,1,0,3,1
1383,484,1,0,13,1
1384,449,0,0,6,1
1385,449,1,0,8,1
1386,500,1,1,1,1
1387,547,1,0,12,1
1388,494,0,0,7,1
1389,439,1,1,10,1
1390,494,0,0,9,1
1391,513,0,0,6,1
1392,494,1,0,24,1
1393,459,0,0,1,1
1394,418,0,0,12,1
1395,418,0,1,8,1
1396,536,0,0,0,1
1397,547,0,0,4,1
1398,478,1,0,13,1
1399,449,0,0,12,1
1400,506,0,1,6,1
1401,484,0,0,8,1
1402,513,1,0,8,1
1403,463,1,0,12,1
1404,626,1,0,6,1
1405,484,1,1,24,1
1406,375,1,1,5,1
1407,444,0,0,13,0
1408,520,1,0,8,1
1409,434,1,0,4,1
1410,473,0,0,16,1
1411,494,1,0,12,1
1412,520,1,1,6,1
1413,489,0,0,4,1
1414,484,0,0,6,1
1415,392,1,1,0,1
1416,520,1,1,24,1
1417,463,0,0,12,1
1418,602,0,0,4,1
1419,602,0,0,8,1
1420,506,1,1,11,1
1421,444,0,0,21,1
1422,478,1,1,1,1
1423,520,1,1,9,1
1424,489,1,0,6,1
1425,449,1,0,11,1
1426,444,0,0,1,1
1427,489,1,0,20,1
1428,576,0,0,9,1
1429,429,1,0,14,1
1430,528,0,0,12,1
1431,454,1,0,5,1
1432,444,0,0,14,1
1433,429,1,0,12,1
1434,494,1,1,10,1
1435,602,0,0,20,1
1436,494,0,1,10,1
1437,484,0,0,0,1
1438,484,0,0,1,1
1439,506,1,0,5,1
1440,478,0,0,8,1
1441,444,1,0,13,1
1442,500,0,1,0,1
1443,468,0,0,5,1
1444,478,1,1,14,1
1445,454,1,1,10,1
1446,418,1,0,4,1
1447,454,1,0,10,1
1448,473,1,0,12,1
1449,513,1,0,12,0
1450,559,1,0,9,1
1451,489,0,0,14,1
1452,434,0,0,13,1
1453,459,1,1,0,1
1454,576,0,0,1,1
1455,494,0,0,11,1
1456,439,0,0,17,1
1457,506,0,0,12,1
1458,459,0,0,17,1
1459,478,0,0,0,1
1460,444,0,0,5,1
1461,454,1,0,12,1
1462,478,1,1,0,1
1463,520,0,0,18,1
1464,500,1,0,15,1
1465,520,0,0,22,1
1466,454,1,0,11,1
1467,489,0,0,10,1
1468,444,1,0,15,1
1469,459,0,0,8,1
1470,478,0,0,4,1
1471,434,1,0,5,1
1472,463,1,0,13,1
1473,478,0,0,13,1
1474,384,1,0,7,1
1475,513,0,0,3,1
1476,463,0,0,20,1
1477,463,0,0,6,1
1478,494,1,0,5,1
1479,459,0,0,8,1
1480,500,0,0,11,1
1481,528,0,0,13,0
1482,473,0,0,8,1
1483,444,1,0,13,1
1484,463,1,1,6,1
1485,626,0,0,11,1
1486,459,1,0,12,1
1487,423,1,1,1,1
1488,513,0,0,16,1
1489,320,1,0,3,1
1490,576,0,0,14,0
1491,449,0,0,13,1
1492,520,0,0,12,1
1493,434,1,0,13,1
1494,520,0,0,6,1
1495,473,0,0,13,0
1496,468,1,1,5,1
1497,439,1,0,11,1
1498,468,1,1,7,1
1499,536,0,0,20,1
1500,412,1,1,2,1
1501,528,1,1,12,1
1502,602,0,0,4,1
1503,468,1,1,10,1
1504,513,0,0,22,1
1505,520,1,1,11,1
1506,454,1,1,3,1
1507,434,1,1,6,1
1508,478,1,0,9,1
1509,559,0,0,8,1
1510,459,1,1,11,1
1511,468,1,0,22,1
1512,473,0,0,16,1
1513,500,1,0,10,1
1514,528,0,0,19,1
1515,434,1,1,11,1
1516,449,1,0,10,1
1517,513,0,0,12,1
1518,454,0,0,4,1
1519,484,1,0,16,1
1520,444,0,0,18,1
1521,478,1,0,8,1
1522,434,1,1,24,1
1523,454,1,0,19,1
1524,547,1,0,11,1
1525,494,1,0,7,1
1526,520,0,0,3,1
1527,468,0,0,13,1
1528,449,0,0,9,1
1529,468,0,0,9,1
1530,576,0,0,14,1
1531,520,0,0,17,1
1532,513,0,0,12,1
1533,520,0,0,9,1
1534,478,1,0,0,1
1535,449,1,1,1,1
1536,484,1,0,12,1
1537,478,1,0,13,0
1538,528,0,0,12,0
1539,484,1,0,21,1
1540,473,1,0,21,1
1541,528,0,0,9,1
1542,473,1,0,6,1
1543,468,1,1,8,0
1544,559,0,0,3,1
1545,528,0,0,14,1
1546,444,1,0,9,1
1547,536,1,0,24,1
1548,449,0,0,5,1
1549,463,1,0,9,1
1550,500,1,0,10,1
1551,506,1,0,6,1
1552,423,1,1,3,1
1553,468,1,0,1,1
1554,449,0,0,21,1
1555,602,1,1,6,1
1556,506,0,0,12,0
1557,463,1,1,3,1
1558,513,1,1,6,1
1559,429,1,0,3,1
1560,423,1,1,2,1
1561,454,0,0,6,1
1562,478,0,0,5,1
1563,429,0,0,13,1
1564,459,0,0,11,1
1565,506,1,1,1,1
1566,429,1,1,1,1
1567,468,0,0,8,1
1568,528,1,1,12,1
1569,444,0,0,11,1
1570,484,0,0,11,1
1571,473,1,1,9,1
1572,375,0,0,6,1
1573,500,0,0,7,1
1574,528,0,0,16,1
1575,444,1,1,22,1
1576,468,1,1,1,1
1577,459,0,0,11,1
1578,418,1,1,6,1
1579,528,1,1,12,1
1580,602,1,0,6,1
1581,468,0,0,11,1
1582,520,1,1,20,1
1583,429,1,0,10,1
1584,494,0,0,11,1
1585,489,0,0,16,1
1586,489,0,0,16,1
1587,506,0,0,9,1
1588,484,0,0,14,1
1589,513,0,0,7,1
1590,494,0,0,9,1
1591,468,1,0,8,1
1592,576,0,0,5,1
1593,494,0,0,5,1
1594,434,0,0,7,1
1595,513,0,0,12,0
1596,513,0,0,17,1
1597,468,0,0,10,1
1598,478,0,1,11,1
1599,468,1,1,13,1
1600,365,1,1,10,1
1601,506,1,1,1,1
1602,418,1,1,0,1
1603,463,1,0,27,1
1604,434,1,0,8,1
1605,489,0,0,5,1
1606,459,0,0,12,0
1607,468,1,0,8,1
1608,602,0,0,2,1
1609,506,0,0,20,1
1610,484,0,0,13,1
1611,500,0,0,14,1
1612,423,1,0,18,1
1613,506,0,0,18,1
1614,536,0,0,13,1
1615,459,0,0,9,1
1616,449,1,1,9,1
1617,536,1,0,21,1
1618,444,0,0,12,1
1619,494,1,0,10,1
1620,547,0,0,0,1
1621,449,1,0,13,1
1622,536,1,0,2,1
1623,626,0,0,8,1
1624,506,1,0,2,1
1625,405,1,1,2,1
1626,454,1,1,2,1
1627,459,1,0,4,1
1628,478,0,0,20,1
1629,439,0,0,1,1
1630,602,0,0,5,1
1631,454,1,0,5,1
1632,478,0,0,20,1
1633,489,0,0,12,0
1634,500,1,0,1,1
1635,444,1,1,7,1
1636,454,0,0,10,1
1637,463,0,0,3,1
1638,559,0,0,7,1
1639,536,0,0,13,1
1640,473,1,0,13,1
1641,459,0,0,13,1
1642,423,1,1,10,1
1643,429,1,0,13,0
1644,454,1,0,1,1
1645,434,1,0,13,1
1646,536,0,0,12,1
1647,473,1,0,11,1
1648,500,1,0,21,1
1649,520,0,1,3,1
1650,506,0,0,12,0
1651,449,0,0,3,1
1652,478,1,1,7,1
1653,494,1,0,12,1
1654,478,1,0,13,1
1655,506,1,0,21,1
1656,473,0,0,5,1
1657,536,0,0,12,1
1658,439,1,0,8,1
1659,449,0,0,11,1
1660,626,0,0,15,1
1661,449,0,0,2,1
1662,520,1,0,12,1
1663,489,0,0,11,1
1664,494,1,0,16,1
1665,468,0,0,2,1
1666,459,1,0,12,1
1667,528,1,0,11,1
1668,513,0,0,10,1
1669,478,1,1,11,1
1670,439,0,0,5,1
1671,468,0,0,12,1
1672,384,1,1,6,1
1673,513,0,1,9,1
1674,506,0,1,3,1
1675,473,0,0,3,1
1676,468,1,0,9,1
1677,412,1,0,12,1
1678,473,1,0,4,1
1679,506,0,0,8,1
1680,489,1,1,3,1
1681,478,1,1,11,1
1682,528,0,1,9,1
1683,513,0,0,13,1
1684,506,0,0,13,1
1685,536,0,0,4,1
1686,500,1,1,5,1
1687,484,1,0,11,1
1688,418,1,0,5,1
1689,500,1,0,5,1
1690,547,1,0,24,1
1691,520,0,0,8,1
1692,463,0,0,11,1
1693,444,1,0,7,1
1694,536,0,0,15,1
1695,423,0,0,3,1
1696,444,0,0,13,1
1697,513,0,0,12,1
1698,520,0,0,16,1
1699,494,1,0,15,1
1700,459,0,0,8,1
1701,528,0,0,1,1
1702,528,0,0,19,1
1703,547,0,0,10,1
1704,513,1,0,6,1
1705,444,0,0,17,1
1706,429,0,0,8,1
1707,434,0,0,10,1
1708,520,0,0,8,1
1709,484,1,1,9,1
1710,463,0,0,11,1
1711,434,0,0,3,1
1712,513,1,1,11,1
1713,473,1,0,10,1
1714,494,1,1,5,1
1715,459,1,1,16,1
1716,399,1,1,6,1
1717,494,0,0,14,1
1718,449,1,1,11,1
1719,473,1,0,0,1
1720,528,1,0,18,1
1721,500,0,0,11,1
1722,459,0,1,0,1
1723,520,0,0,13,1
1724,459,1,0,9,1
1725,602,1,1,13,1
1726,484,0,0,0,1
1727,500,1,1,10,1
1728,500,0,0,14,1
1729,559,1,0,9,1
1730,536,1,0,24,1
1731,559,0,0,13,1
1732,489,1,1,12,1
1733,399,1,1,22,1
1734,547,0,0,0,1
1735,506,1,0,5,1
1736,412,0,0,3,1
1737,520,0,0,10,1
1738,576,1,1,6,1
1739,399,1,0,3,1
1740,468,1,0,0,1
1741,434,0,0,8,1
1742,454,0,0,20,1
1743,576,0,0,10,1
1744,399,1,1,6,1
1745,489,1,0,4,1
1746,500,0,0,10,1
1747,500,1,0,10,1
1748,454,1,1,16,1
1749,449,1,0,6,1
1750,559,0,0,6,1
1751,528,0,0,12,1
1752,454,1,0,5,1
1753,434,0,0,13,1
1754,444,1,0,11,1
1755,484,0,0,12,1
1756,423,0,0,11,1
1757,473,0,0,8,1
1758,520,0,0,20,1
1759,489,0,0,8,1
1760,536,0,0,11,1
1761,454,1,0,4,1
1762,463,0,0,7,1
1763,439,1,0,8,1
1764,506,0,0,3,1
1765,418,1,0,5,1
1766,473,0,1,10,1
1767,506,0,1,11,1
1768,494,0,0,12,0
1769,513,1,1,0,1
1770,559,0,0,12,1
1771,473,1,0,12,1
1772,478,1,1,2,1
1773,459,1,0,6,1
1774,459,0,0,10,1
1775,536,0,0,3,1
1776,423,1,1,6,1
1777,473,1,0,2,1
1778,520,0,0,3,1
1779,484,1,1,10,1
1780,392,1,1,11,1
1781,439,1,0,0,1
1782,489,0,0,11,1
1783,559,0,0,12,0
1784,528,0,0,12,1
1785,547,0,0,14,1
1786,418,1,0,10,0
1787,434,1,1,1,1
1788,434,1,1,12,1
1789,528,0,0,10,1
1790,520,0,0,12,1
1791,429,1,0,6,1
1792,449,0,0,10,1
1793,429,0,0,3,1
1794,444,0,0,17,1
1795,459,0,0,14,1
1796,489,1,0,5,1
1797,444,1,1,10,1
1798,459,1,1,0,1
1799,602,1,1,24,1
1800,454,1,0,8,1
1801,459,0,0,12,1
1802,494,0,0,0,1
1803,429,1,1,6,1
1804,429,0,0,2,1
1805,429,1,1,12,1
1806,500,0,0,5,1
1807,449,1,0,13,1
1808,528,0,0,10,1
1809,559,0,0,11,1
1810,468,1,0,12,1
1811,494,0,0,11,1
1812,559,0,0,7,1
1813,473,1,0,10,1
1814,468,0,0,12,1
1815,489,1,1,0,1
1816,559,0,0,11,1
1817,478,0,0,14,1
1818,494,0,0,13,1
1819,484,0,0,2,1
1820,489,1,0,27,1
1821,559,0,0,4,1
1822,547,1,0,12,1
1823,468,1,0,20,1
1824,489,0,0,12,0
1825,494,0,0,5,1
1826,454,0,0,2,1
1827,418,0,1,11,1
1828,520,0,0,12,1
1829,559,1,1,6,1
1830,547,0,0,0,1
1831,520,0,0,12,1
1832,559,0,0,1,1
1833,602,0,0,8,1
1834,429,0,0,4,1
1835,412,1,0,12,1
1836,468,0,0,4,1
1837,547,1,0,15,1
1838,500,0,0,10,1
1839,489,0,0,13,1
1840,520,0,0,19,1
1841,576,0,0,13,1
1842,513,0,0,21,1
1843,463,0,0,0,1
1844,602,0,0,3,1
1845,489,0,0,0,1
1846,559,0,0,3,1
1847,547,0,0,0,1
1848,494,0,0,20,1
1849,463,1,0,6,1
1850,536,1,0,7,1
1851,454,0,0,12,1
1852,423,1,0,8,1
1853,576,0,0,21,1
1854,412,0,0,10,1
1855,434,1,0,3,1
1856,459,0,0,8,1
1857,429,1,1,0,1
1858,494,0,0,14,1
1859,459,1,0,15,1
1860,576,0,0,3,1
1861,459,1,0,11,1
1862,468,1,1,7,1
1863,489,0,0,21,1
1864,454,1,1,10,1
1865,444,0,0,7,1
1866,449,1,0,7,1
1867,449,0,0,8,1
1868,423,1,1,17,1
1869,500,1,1,9,1
1870,459,1,0,5,1
1871,449,1,0,2,1
1872,459,1,1,11,1
1873,484,1,0,11,1
1874,602,0,0,8,1
1875,489,0,0,20,1
1876,454,0,0,0,1
1877,418,1,0,11,1
1878,559,0,0,20,1
1879,439,1,1,24,1
1880,459,0,0,9,1
1881,405,1,1,17,1
1882,513,0,0,2,1
1883,513,1,1,7,1
1884,513,0,0,14,1
1885,423,1,1,5,1
1886,468,0,0,9,1
1887,500,0,0,13,1
1888,412,1,0,1,1
1889,405,0,0,6,1
1890,444,0,0,11,1
1891,494,0,0,5,1
1892,473,1,1,17,1
1893,468,1,0,2,1
1894,626,0,0,6,1
1895,559,0,0,12,0
1896,513,0,0,5,1
1897,468,1,1,13,1
1898,463,1,0,1,1
1899,484,0,0,10,1
1900,484,0,0,13,1
1901,392,1,1,3,1
1902,626,1,1,24,1
1903,547,0,0,13,1
1904,513,1,1,1,1
1905,513,1,0,10,1
1906,439,1,0,5,1
1907,489,1,0,6,1
1908,520,0,0,5,1
1909,494,1,1,9,1
1910,439,1,1,10,1
1911,500,0,0,14,0
1912,449,0,1,9,1
1913,429,1,1,11,1
1914,500,0,0,8,1
1915,439,1,1,2,1
1916,454,1,1,1,1
1917,468,1,0,3,1
1918,423,1,0,6,1
1919,454,0,0,12,0
1920,463,0,0,13,1
1921,559,1,0,14,1
1922,602,1,1,6,1
1923,468,0,0,6,1
1924,528,0,0,5,1
1925,489,0,0,11,1
1926,473,0,0,16,1
1927,473,0,0,15,1
1928,484,0,0,12,1
1929,454,1,1,16,1
1930,439,1,1,1,1
1931,463,1,1,9,1
1932,500,0,0,15,1
1933,463,1,1,3,1
1934,513,0,0,6,1
1935,454,0,0,17,1
1936,468,1,0,4,1
1937,434,1,1,6,1
1938,520,0,0,8,1
1939,536,0,0,6,1
1940,478,1,0,3,1
1941,449,1,1,5,1
1942,478,1,1,12,1
1943,449,1,1,1,1
1944,454,0,0,2,1
1945,559,0,0,10,1
1946,454,1,0,4,1
1947,602,0,0,4,1
1948,459,1,0,15,1
1949,468,1,1,0,1
1950,547,0,0,13,1
1951,434,0,0,5,1
1952,473,0,0,15,1
1953,429,1,0,12,1
1954,449,1,1,5,1
1955,547,1,1,11,1
1956,412,1,0,10,1
1957,459,1,0,13,1
1958,528,0,0,8,1
1959,459,1,0,7,1
1960,473,0,0,8,1
1961,434,0,0,3,1
1962,494,1,0,2,1
1963,449,0,0,15,1
1964,478,0,1,3,1
1965,536,1,1,10,1
1966,494,1,1,1,1
1967,536,0,0,6,1
1968,484,0,0,8,1
1969,454,1,0,2,1
1970,429,0,0,20,1
1971,484,0,0,1,1
1972,434,1,1,6,1
1973,454,0,0,1,1
1974,520,0,0,1,1
1975,520,0,0,22,1
1976,626,1,1,24,1
1977,547,0,0,5,1
1978,449,0,0,7,1
1979,444,1,0,11,1
1980,576,1,0,6,1
1981,468,0,0,12,1
1982,494,1,0,1,1
1983,513,1,0,9,1
1984,365,1,1,0,1
1985,439,1,0,20,1
1986,547,0,0,20,1
1987,423,0,0,2,1
1988,439,0,0,17,1
1989,399,0,0,6,1
1990,559,0,0,5,1
1991,500,1,0,14,1
1992,506,0,0,8,1
1993,547,1,0,4,1
1994,576,1,0,20,1
1995,449,1,0,11,1
1996,559,0,0,13,1
1997,506,1,1,10,1
1998,412,0,0,3,1
1999,484,1,0,15,1
2000,513,1,0,5,1
2001,513,0,0,7,1
2002,520,0,0,20,1
2003,520,1,1,3,1
2004,547,0,0,16,1
2005,528,1,0,13,1
2006,536,1,1,17,1
2007,520,0,0,15,1
2008,484,0,0,15,1
2009,489,1,0,14,1
2010,506,0,0,5,1
2011,489,0,0,15,1
2012,439,1,0,9,1
2013,520,0,0,8,1
2014,484,1,0,15,1
2015,547,0,0,14,0
2016,412,1,1,12,1
2017,513,1,0,6,1
2018,528,0,0,11,1
2019,444,1,1,14,1
2020,468,1,0,4,1
2021,506,0,0,13,1
2022,468,0,0,15,1
2023,489,0,0,8,1
2024,439,0,1,1,1
2025,473,0,0,15,1
2026,513,1,0,0,1
2027,449,0,0,3,1
2028,489,0,0,10,1
2029,513,1,1,1,1
2030,463,1,0,5,1
2031,439,1,1,6,1
2032,484,1,1,17,1
2033,513,1,0,2,1
2034,506,1,0,20,1
2035,459,0,0,18,1
2036,602,0,0,0,1
2037,520,0,1,10,1
2038,547,1,1,24,1
2039,478,1,0,2,1
2040,484,0,0,12,0
2041,463,0,0,8,1
2042,484,0,0,8,1
2043,576,0,0,8,1
2044,463,0,0,15,1
2045,506,1,0,8,1
2046,412,1,0,16,1
2047,444,1,0,1,1
2048,484,0,0,6,1
2049,576,0,1,5,1
2050,423,1,1,6,1
2051,405,1,0,2,1
2052,506,1,1,6,1
2053,500,0,0,8,1
2054,513,0,0,6,1
2055,454,0,0,17,1
2056,576,0,0,20,1
2057,454,1,0,13,0
2058,489,1,0,13,1
2059,602,0,0,9,1
2060,500,0,0,16,1
2061,434,1,0,1,1
2062,559,1,0,7,1
2063,528,0,0,6,1
2064,449,0,0,15,1
2065,449,1,0,5,1
2066,559,0,0,15,1
2067,418,1,1,6,1
2068,473,0,0,6,1
2069,520,1,1,10,1
2070,484,0,0,19,1
2071,463,0,0,12,1
2072,473,0,0,6,1
2073,459,1,0,8,0
2074,444,0,0,6,1
2075,506,0,0,13,1
2076,513,0,0,14,1
2077,494,1,1,2,1
2078,478,1,1,10,1
2079,478,1,0,13,1
2080,468,0,1,0,1
2081,405,1,0,1,1
2082,449,0,0,0,1
2083,412,1,0,12,1
2084,423,1,0,5,1
2085,392,0,0,13,1
2086,520,0,0,4,1
2087,489,0,0,2,1
2088,520,0,0,13,0
2089,434,0,0,8,1
2090,513,0,0,1,1
2091,520,0,0,8,1
2092,576,0,0,15,1
2093,626,0,0,6,1
2094,384,1,0,19,1
2095,513,0,0,14,1
2096,536,1,1,0,1
2097,412,1,1,8,0
2098,473,1,0,12,0
2099,494,0,1,8,1
2100,405,1,0,8,1
2101,484,0,0,5,1
2102,478,0,0,10,1
2103,500,0,0,12,1
2104,484,0,0,12,1
2105,473,0,0,1,1
2106,478,0,0,11,1
2107,489,1,0,20,1
2108,459,1,0,16,1
2109,513,0,0,8,1
2110,478,0,0,15,1
2111,429,0,0,3,1
2112,484,1,0,21,1
2113,528,1,0,8,1
2114,478,0,0,3,1
2115,484,1,0,20,1
2116,528,0,0,15,1
2117,547,1,0,3,1
2118,434,1,0,11,1
2119,484,1,1,11,1
2120,423,1,0,8,1
2121,468,1,1,2,1
2122,468,1,0,2,1
2123,602,0,0,15,1
2124,473,0,0,13,1
2125,478,0,0,13,1
2126,463,0,0,0,1
2127,473,0,0,6,1
2128,412,1,0,12,1
2129,500,1,0,8,1
2130,478,0,0,15,1
2131,484,0,0,13,1
2132,494,1,0,5,1
2133,484,1,0,21,1
2134,434,1,1,1,1
2135,459,0,0,7,1
2136,459,1,0,12,0
2137,506,0,0,13,1
2138,434,0,0,3,1
2139,454,1,1,10,1
2140,439,0,0,3,1
2141,449,1,0,13,1
2142,528,0,0,14,1
2143,478,0,0,20,1
2144,576,0,0,13,1
2145,506,0,0,3,1
2146,459,0,0,2,1
2147,444,1,1,10,1
2148,405,1,1,10,1
2149,463,0,0,15,1
2150,412,1,1,3,1
2151,468,1,1,0,1
2152,459,0,0,12,0
2153,473,1,0,9,1
2154,489,1,1,11,1
2155,494,0,0,16,1
2156,478,1,0,12,0
2157,439,0,0,12,1
2158,536,0,0,18,1
2159,459,1,0,12,1
2160,489,1,0,0,1
2161,412,0,0,10,1
2162,478,0,0,15,1
2163,444,1,0,11,1
2164,576,1,0,4,1
2165,506,0,0,13,1
2166,418,1,0,4,1
2167,528,0,0,11,1
2168,506,1,1,16,1
2169,506,1,0,9,1
2170,459,1,1,7,1
2171,468,1,1,3,1
2172,513,0,0,4,1
2173,463,0,0,13,1
2174,405,1,0,7,1
2175,454,1,1,6,1
2176,506,1,0,12,1
2177,559,0,0,8,1
2178,494,0,0,13,1
2179,468,0,0,11,1
2180,536,1,0,12,1
2181,484,0,0,11,1
2182,423,1,1,1,1
2183,520,0,0,6,1
2184,484,0,0,14,1
2185,459,0,0,16,1
2186,384,1,0,0,1
2187,444,1,1,14,1
2188,489,0,0,10,1
2189,506,0,0,3,1
2190,576,1,0,9,1
2191,434,1,0,13,1
2192,449,0,0,12,1
2193,547,0,0,9,1
2194,434,0,0,13,1
2195,626,0,0,5,1
2196,489,1,1,3,1
2197,547,0,0,8,1
2198,513,0,0,13,1
2199,513,1,0,4,1
2200,449,1,1,3,1
2201,454,0,0,17,1
2202,520,0,0,18,1
2203,449,1,0,13,1
2204,513,1,0,1,1
2205,536,0,0,3,1
2206,434,1,0,8,1
2207,459,1,0,0,1
2208,454,0,0,20,1
2209,528,0,0,12,1
2210,500,1,0,10,1
2211,463,1,0,6,1
2212,392,1,0,22,1
2213,468,0,0,8,1
2214,513,0,0,8,1
2215,520,1,1,1,1
2216,444,0,0,22,1
2217,468,1,1,24,1
2218,520,0,0,13,1
2219,468,0,0,16,1
2220,547,0,0,10,1
2221,444,0,0,5,1
2222,489,0,0,0,1
2223,423,0,0,11,1
2224,576,1,0,13,1
2225,429,0,0,8,1
